ARG_Name	ARG	AMR_category	AMR_sub_class	Resistance_mechanism
MYCOBACTERIUM TUBERCULOSIS RV0191 MUTATIONS CONFER RESISTANCE TO PYRAZINAMIDE	Mycobacterium tuberculosis Rv0191 mutations confer resistance to pyrazinamide	Unclassified	pyrazinamide	antibiotic target alteration
MYCOBACTERIUM TUBERCULOSIS RV0565C MUTATION CONFERRING RESISTANCE TO ETHIONAMIDE	Mycobacterium tuberculosis Rv0565c mutation conferring resistance to ethionamide	Unclassified	ethionamide	antibiotic target alteration
MYCOBACTERIUM TUBERCULOSIS RV1667 MUTATIONS CONFER RESISTANCE TO PYRAZINAMIDE	Mycobacterium tuberculosis Rv1667 mutations confer resistance to pyrazinamide	Unclassified	pyrazinamide	antibiotic target alteration
MYCOBACTERIUM TUBERCULOSIS RV2731 MUTATIONS CONFER RESISTANCE TO PYRAZINAMIDE	Mycobacterium tuberculosis Rv2731 mutations confer resistance to pyrazinamide	Unclassified	pyrazinamide	antibiotic target alteration
MYCOBACTERIUM TUBERCULOSIS RV3169 MUTATIONS CONFER RESISTANCE TO PYRAZINAMIDE	Mycobacterium tuberculosis Rv3169 mutations confer resistance to pyrazinamide	Unclassified	pyrazinamide	antibiotic target alteration
MYCOBACTERIUM TUBERCULOSIS SIGI MUTATIONS CONFERRING RESISTANCE TO ISONIAZID	Mycobacterium tuberculosis sigI mutations conferring resistance to isoniazid	Unclassified	isoniazid	antibiotic target alteration
MYCOBACTERIUM TUBERCULOSIS TAP MUTATIONS CONFER RESISTANCE TO STREPTOMYCIN	Mycobacterium tuberculosis tap mutations confer resistance to streptomycin	aminoglycoside	aminoglycoside antibiotic	antibiotic target alteration
MYCOBACTERIUM TUBERCULOSIS THYA WITH MUTATION CONFERRING RESISTANCE TO PARA-AMINOSALICYLIC ACID	Mycobacterium tuberculosis thyA with mutation conferring resistance to para-aminosalicylic acid	Unclassified	para-aminosalicylic acid	antibiotic target alteration
MYCOBACTERIUM TUBERCULOSIS TLYA MUTATIONS CONFERRING RESISTANCE TO AMINOGLYCOSIDES	Mycobacterium tuberculosis tlyA mutations conferring resistance to aminoglycosides	aminoglycoside	aminoglycoside antibiotic	antibiotic target alteration
MYCOBACTERIUM TUBERCULOSIS UBIA MUTATIONS CONFER RESISTANCE TO ETHAMBUTOL	Mycobacterium tuberculosis ubiA mutations confer resistance to ethambutol	polyamine	polyamine antibiotic	antibiotic target alteration
MYCOBACTERIUM TUBERCULOSIS VARIANT BOVIS EMBB WITH MUTATION CONFERRING RESISTANCE TO ETHAMBUTOL	Mycobacterium tuberculosis variant bovis embB with mutation conferring resistance to ethambutol	polyamine	polyamine antibiotic	antibiotic target alteration
MYCOBACTERIUM TUBERCULOSIS VARIANT BOVIS NDH WITH MUTATION CONFERRING RESISTANCE TO ISONIAZID	Mycobacterium tuberculosis variant bovis ndh with mutation conferring resistance to isoniazid	Unclassified	isoniazid	antibiotic target alteration
MYCOBACTERIUM TUBERCULOSIS WHIB7 MUTATION CONFERRING RESISTANCE TO STREPTOMYCIN	Mycobacterium tuberculosis whib7 mutation conferring resistance to streptomycin	aminoglycoside	aminoglycoside antibiotic	antibiotic target alteration
MYCOBACTERIUM TUBERCULOSIS WHIB7 MUTATIONS CONFER RESISTANCE TO KANAMYCIN	Mycobacterium tuberculosis whib7 mutations confer resistance to kanamycin	aminoglycoside	aminoglycoside antibiotic	antibiotic target alteration
MYCOBACTEROIDES ABSCESSUS 16S RRNA MUTATION CONFERRING RESISTANCE TO AMIKACIN	Mycobacteroides abscessus 16S rRNA mutation conferring resistance to amikacin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
MYCOBACTEROIDES ABSCESSUS 16S RRNA MUTATION CONFERRING RESISTANCE TO GENTAMICIN	Mycobacteroides abscessus 16S rRNA mutation conferring resistance to gentamicin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
MYCOBACTEROIDES ABSCESSUS 16S RRNA MUTATION CONFERRING RESISTANCE TO KANAMYCIN	Mycobacteroides abscessus 16S rRNA mutation conferring resistance to kanamycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
MYCOBACTEROIDES ABSCESSUS 16S RRNA MUTATION CONFERRING RESISTANCE TO NEOMYCIN	Mycobacteroides abscessus 16S rRNA mutation conferring resistance to neomycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
MYCOBACTEROIDES ABSCESSUS 16S RRNA MUTATION CONFERRING RESISTANCE TO TOBRAMYCIN	Mycobacteroides abscessus 16S rRNA mutation conferring resistance to tobramycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
MYCOBACTEROIDES ABSCESSUS 23S RRNA WITH MUTATION CONFERRING RESISTANCE TO CLARITHROMYCIN	Mycobacteroides abscessus 23S rRNA with mutation conferring resistance to clarithromycin	multidrug	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration
MYCOBACTEROIDES CHELONAE 16S RRNA MUTATION CONFERRING RESISTANCE TO AMIKACIN	Mycobacteroides chelonae 16S rRNA mutation conferring resistance to amikacin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
MYCOBACTEROIDES CHELONAE 16S RRNA MUTATION CONFERRING RESISTANCE TO GENTAMICIN C	Mycobacteroides chelonae 16S rRNA mutation conferring resistance to gentamicin C	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
MYCOBACTEROIDES CHELONAE 16S RRNA MUTATION CONFERRING RESISTANCE TO KANAMYCIN A	Mycobacteroides chelonae 16S rRNA mutation conferring resistance to kanamycin A	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
MYCOBACTEROIDES CHELONAE 16S RRNA MUTATION CONFERRING RESISTANCE TO NEOMYCIN	Mycobacteroides chelonae 16S rRNA mutation conferring resistance to neomycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
MYCOBACTEROIDES CHELONAE 16S RRNA MUTATION CONFERRING RESISTANCE TO TOBRAMYCIN	Mycobacteroides chelonae 16S rRNA mutation conferring resistance to tobramycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
MYCOBACTEROIDES CHELONAE 23S RRNA WITH MUTATION CONFERRING RESISTANCE TO CLARITHROMYCIN	Mycobacteroides chelonae 23S rRNA with mutation conferring resistance to clarithromycin	multidrug	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration
MYCOBATERIUM LEPRAE GYRA CONFERRING RESISTANCE TO FLUOROQUINOLONES	Mycobaterium leprae gyrA conferring resistance to fluoroquinolones	multidrug	fluoroquinolone antibiotic;nybomycin	antibiotic target alteration
MYCOLICIBACTERIUM SMEGMATIS 16S RRNA (RRSA) MUTATION CONFERRING RESISTANCE TO HYGROMYCIN B	Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to hygromycin B	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
MYCOLICIBACTERIUM SMEGMATIS 16S RRNA (RRSA) MUTATION CONFERRING RESISTANCE TO KANAMYCIN A	Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to kanamycin A	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
MYCOLICIBACTERIUM SMEGMATIS 16S RRNA (RRSA) MUTATION CONFERRING RESISTANCE TO NEOMYCIN	Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to neomycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
MYCOLICIBACTERIUM SMEGMATIS 16S RRNA (RRSA) MUTATION CONFERRING RESISTANCE TO VIOMYCIN	Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to viomycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
MYCOLICIBACTERIUM SMEGMATIS 16S RRNA (RRSB) MUTATION CONFERRING RESISTANCE TO HYGROMYCIN B	Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to hygromycin B	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
MYCOLICIBACTERIUM SMEGMATIS 16S RRNA (RRSB) MUTATION CONFERRING RESISTANCE TO KANAMYCIN A	Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to kanamycin A	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
MYCOLICIBACTERIUM SMEGMATIS 16S RRNA (RRSB) MUTATION CONFERRING RESISTANCE TO NEOMYCIN	Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to neomycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
MYCOLICIBACTERIUM SMEGMATIS 16S RRNA (RRSB) MUTATION CONFERRING RESISTANCE TO STREPTOMYCIN	Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to streptomycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
MYCOLICIBACTERIUM SMEGMATIS 16S RRNA (RRSB) MUTATION CONFERRING RESISTANCE TO VIOMYCIN	Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to viomycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
MYCOLICIBACTERIUM SMEGMATIS 23S RRNA WITH MUTATION CONFERRING RESISTANCE TO CLARITHROMYCIN	Mycolicibacterium smegmatis 23S rRNA with mutation conferring resistance to clarithromycin	multidrug	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration
MYCOLICIBACTERIUM SMEGMATIS NDH WITH MUTATION CONFERRING RESISTANCE TO ISONIAZID	Mycolicibacterium smegmatis ndh with mutation conferring resistance to isoniazid	Unclassified	isoniazid	antibiotic target alteration
MYCOPLASMA FERMENTANS 23S RRNA WITH MUTATION CONFERRING RESISTANCE TO MACROLIDE ANTIBIOTICS	Mycoplasma fermentans 23S rRNA with mutation conferring resistance to macrolide antibiotics	multidrug	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration
MYCOPLASMA GALLISEPTICUM 23S RRNA MUTATION CONFERRING RESISTANCE TO PLEUROMUTILIN ANTIBIOTICS	Mycoplasma gallisepticum 23S rRNA mutation conferring resistance to pleuromutilin antibiotics	multidrug	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration
MYCOPLASMA GENITALIUM 23S RRNA MUTATIONS CONFERS RESISTANCE TO FLUOROQUINOLONE AND MACROLIDE ANTIBIOTICS	Mycoplasma genitalium 23S rRNA mutations confers resistance to fluoroquinolone and macrolide antibiotics	multidrug	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration
MYCOPLASMA GENITALIUM GYRA MUTATION CONFERS RESISTANCE TO FLUOROQUINOLONES	Mycoplasma genitalium gyrA mutation confers resistance to fluoroquinolones	multidrug	fluoroquinolone antibiotic;nybomycin	antibiotic target alteration
MYCOPLASMA GENITALIUM PARC MUTATIONS CONFERS RESISTANCE TO MOXIFLOXACIN	Mycoplasma genitalium parC mutations confers resistance to Moxifloxacin	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target alteration
MYCOPLASMA HOMINIS 23S RRNA WITH MUTATION CONFERRING RESISTANCE TO MACROLIDE ANTIBIOTICS	Mycoplasma hominis 23S rRNA with mutation conferring resistance to macrolide antibiotics	multidrug	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration
MYCOPLASMA HOMINIS PARC CONFERRING RESISTANCE TO FLUOROQUINOLONE	Mycoplasma hominis parC conferring resistance to fluoroquinolone	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target alteration
MYCOPLASMA PNEUMONIAE 23S RRNA MUTATION CONFERRING RESISTANCE TO ERYTHROMYCIN	Mycoplasma pneumoniae 23S rRNA mutation conferring resistance to erythromycin	multidrug	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration
MYRA	myrA	MLS	lincosamide antibiotic;macrolide antibiotic	antibiotic target alteration
NALC	nalC	multidrug	aminocoumarin antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic	antibiotic efflux
NALD	nalD	multidrug	aminocoumarin antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic	antibiotic efflux
NDM-1	NDM-1	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-10	NDM-10	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-11	NDM-11	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-12	NDM-12	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-13	NDM-13	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-14	NDM-14	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-15	NDM-15	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-16	NDM-16	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-17	NDM-17	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-18	NDM-18	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-19	NDM-19	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-2	NDM-2	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-20	NDM-20	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-21	NDM-21	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-22	NDM-22	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-23	NDM-23	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-24	NDM-24	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-25	NDM-25	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-27	NDM-27	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-28	NDM-28	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-3	NDM-3	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-4	NDM-4	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
NDM-5	NDM-5	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-6	NDM-6	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-7	NDM-7	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-8	NDM-8	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NDM-9	NDM-9	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NEISSERIA GONORRHOEA 23S RRNA WITH MUTATION CONFERRING RESISTANCE TO AZITHROMYCIN	Neisseria gonorrhoea 23S rRNA with mutation conferring resistance to azithromycin	multidrug	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration
NEISSERIA GONORRHOEA MTRC WITH MUTATION CONFERRING RESISTANCE	Neisseria gonorrhoea mtrC with mutation conferring resistance	multidrug	macrolide antibiotic;penam	antibiotic efflux
NEISSERIA GONORRHOEA MTRR WITH MUTATION CONFERRING RESISTANCE	Neisseria gonorrhoea mtrR with mutation conferring resistance	MLS	macrolide antibiotic	antibiotic efflux
NEISSERIA GONORRHOEA PBP1 CONFERRING RESISTANCE TO BETA-LACTAM	Neisseria gonorrhoea PBP1 conferring resistance to beta-lactam	beta-lactam	carbapenem;cephalosporin;cephamycin;monobactam;penam	antibiotic target alteration
NEISSERIA GONORRHOEA PILQ GENE CONFERRING RESISTANCE TO BETA-LACTAM	Neisseria gonorrhoea pilQ gene conferring resistance to beta-lactam	beta-lactam	carbapenem;cephalosporin;cephamycin;monobactam;penam	antibiotic target alteration
NEISSERIA GONORRHOEAE 16S RRNA MUTATION CONFERRING RESISTANCE TO SPECTINOMYCIN	Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
NEISSERIA GONORRHOEAE FOLP WITH MUTATION CONFERRING RESISTANCE TO SULFONAMIDES	Neisseria gonorrhoeae folP with mutation conferring resistance to sulfonamides	sulfonamide	sulfonamide antibiotic;sulfone antibiotic	antibiotic target alteration
NEISSERIA GONORRHOEAE GYRA CONFERRING RESISTANCE TO FLUOROQUINOLONES	Neisseria gonorrhoeae gyrA conferring resistance to fluoroquinolones	multidrug	fluoroquinolone antibiotic;nybomycin	antibiotic target alteration
NEISSERIA GONORRHOEAE GYRB CONFERRING RESISTANCE TO ZOLIFLODACIN	Neisseria gonorrhoeae gyrB conferring resistance to zoliflodacin	multidrug	Zoliflodacin;aminocoumarin antibiotic	antibiotic target alteration
NEISSERIA GONORRHOEAE PARC CONFERRING RESISTANCE TO FLUOROQUINOLONE	Neisseria gonorrhoeae parC conferring resistance to fluoroquinolone	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target alteration
NEISSERIA GONORRHOEAE PBP2 CONFERRING RESISTANCE TO BETA-LACTAM ANTIBIOTICS	Neisseria gonorrhoeae PBP2 conferring resistance to beta-lactam antibiotics	beta-lactam	carbapenem;cephalosporin;cephamycin;monobactam;penam	antibiotic target alteration
NEISSERIA GONORRHOEAE PORIN PIB (POR)	Neisseria gonorrhoeae porin PIB (por)	multidrug	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem;tetracycline antibiotic	reduced permeability to antibiotic
NEISSERIA GONORRHOEAE RPLD	Neisseria gonorrhoeae rpld	multidrug	glycopeptide antibiotic;macrolide antibiotic	antibiotic target alteration
NEISSERIA MENINGITIDIS 16S RRNA MUTATION CONFERRING RESISTANCE TO SPECTINOMYCIN	Neisseria meningitidis 16S rRNA mutation conferring resistance to spectinomycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
NEISSERIA MENINGITITIS PBP2 CONFERRING RESISTANCE TO BETA-LACTAM	Neisseria meningititis PBP2 conferring resistance to beta-lactam	beta-lactam	carbapenem;cephalosporin;cephamycin;monobactam;penam	antibiotic target alteration
NMC-A	NMC-A	beta-lactam	penam;cephamycin;carbapenem;cephalosporin	antibiotic inactivation
NMCA	NmcA	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NMCR	NmcR	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
NORA	norA	multidrug	acridine dye;fluoroquinolone antibiotic	antibiotic efflux
NORB	norB	fluoroquinolone	fluoroquinolone antibiotic	antibiotic efflux
NOVA	novA	aminocoumarin	aminocoumarin antibiotic	antibiotic efflux
NPMA	npmA	aminoglycoside	aminoglycoside antibiotic	antibiotic target alteration
NPS-1	NPS-1	beta-lactam	cephalosporin;penam	antibiotic inactivation
OCH-1	OCH-1	beta-lactam	cephalosporin;cephamycin;monobactam;penam;penem	antibiotic inactivation
OCH-2	OCH-2	beta-lactam	cephalosporin;cephamycin;monobactam;penam;penem	antibiotic inactivation
OCH-3	OCH-3	beta-lactam	cephalosporin;cephamycin;monobactam;penam;penem	antibiotic inactivation
OCH-4	OCH-4	beta-lactam	cephalosporin;cephamycin;monobactam;penam;penem	antibiotic inactivation
OCH-5	OCH-5	beta-lactam	cephalosporin;cephamycin;monobactam;penam;penem	antibiotic inactivation
OCH-6	OCH-6	beta-lactam	cephalosporin;cephamycin;monobactam;penam;penem	antibiotic inactivation
OCH-7	OCH-7	beta-lactam	cephalosporin;cephamycin;monobactam;penam;penem	antibiotic inactivation
OCH-8	OCH-8	beta-lactam	cephalosporin;cephamycin;monobactam;penam;penem	antibiotic inactivation
OKP-A	OKP-A	beta-lactam	penam;cephalosporin	antibiotic inactivation
OKP-A-1	OKP-A-1	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-A-10	OKP-A-10	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-A-11	OKP-A-11	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-A-12	OKP-A-12	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-A-13	OKP-A-13	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-A-14	OKP-A-14	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-A-15	OKP-A-15	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-A-16	OKP-A-16	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-A-2	OKP-A-2	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-A-3	OKP-A-3	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-A-4	OKP-A-4	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-A-5	OKP-A-5	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-A-6	OKP-A-6	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-A-7	OKP-A-7	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-A-8	OKP-A-8	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-A-9	OKP-A-9	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-B	OKP-B	beta-lactam	penam;cephalosporin	antibiotic inactivation
OKP-B-1	OKP-B-1	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-B-10	OKP-B-10	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-B-11	OKP-B-11	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-B-12	OKP-B-12	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-B-13	OKP-B-13	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-B-17	OKP-B-17	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-B-18	OKP-B-18	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-B-19	OKP-B-19	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-B-2	OKP-B-2	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-B-20	OKP-B-20	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-B-3	OKP-B-3	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-B-4	OKP-B-4	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-B-5	OKP-B-5	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-B-6	OKP-B-6	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-B-7	OKP-B-7	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-B-8	OKP-B-8	beta-lactam	cephalosporin;penam	antibiotic inactivation
OKP-B-9	OKP-B-9	beta-lactam	cephalosporin;penam	antibiotic inactivation
OLEB	oleB	multidrug	lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic	antibiotic target protection
OLEC	oleC	MLS	macrolide antibiotic	antibiotic efflux
OLED	oleD	MLS	macrolide antibiotic	antibiotic inactivation
OLEI	oleI	MLS	macrolide antibiotic	antibiotic inactivation
OMP36	omp36	beta-lactam	carbapenem;penam;cephalosporin;penem;cephamycin;monobactam	reduced permeability to antibiotic
OMPF	ompF	beta-lactam	carbapenem;penam;cephalosporin;penem;cephamycin;monobactam	reduced permeability to antibiotic
OMPR	ompR	beta-lactam	carbapenem;penam;cephalosporin;penem;cephamycin;monobactam	reduced permeability to antibiotic
OPCM	opcM	multidrug	aminoglycoside antibiotic;fluoroquinolone antibiotic	antibiotic efflux
OPMB	OpmB	multidrug	aminocoumarin antibiotic;macrolide antibiotic;monobactam;tetracycline antibiotic	antibiotic efflux
OPMD	OpmD	multidrug	acridine dye;fluoroquinolone antibiotic;tetracycline antibiotic	antibiotic efflux
OPMD	opmD	multidrug	acridine dye;fluoroquinolone antibiotic;tetracycline antibiotic	antibiotic efflux
OPME	opmE	multidrug	acridine dye;carbapenem;diaminopyrimidine antibiotic;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic	antibiotic efflux
OPMH	OpmH	triclosan	triclosan	antibiotic efflux
OPRA	OprA	multidrug	aminoglycoside antibiotic;carbapenem;fluoroquinolone antibiotic;macrolide antibiotic;tetracycline antibiotic	antibiotic efflux
OPRA	oprA	multidrug	aminoglycoside antibiotic;carbapenem;fluoroquinolone antibiotic;macrolide antibiotic;tetracycline antibiotic	antibiotic efflux
OPRC	oprC	multidrug	multidrug (unclassified)	-
OPRJ	oprJ	multidrug	aminocoumarin antibiotic;aminoglycoside antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penam;phenicol antibiotic;tetracycline antibiotic	antibiotic efflux
